facility_name,facility_type,address,city,county,state,zip,capacity,latitude,longitude,other_details,phone_number
Concepts Treatment Centers Llc,NON,210 N. Pass Avenue,BURBANK,Los Angeles County,CA,91505,0,34.15315336,-118.3445092,Co-Ed,(818) 433-8835 
"Dhp Heights, Llc",RES-DETOX,18770 West Strathern Street,RESEDA,Los Angeles County,CA,91335,12,34.21557271,-118.542058,Co-Ed,(818) 483-6681 
Penny Lane Centers,NON,15305 Rayen Street,NORTH HILLS,Los Angeles County,CA,91343-5117,0,34.232175,-118.4657445,Co-Ed,(818) 892-3423 
Penny Lane Centers,NON,5628 E. Slauson Avenue,COMMERCE,Los Angeles County,CA,90040-2922,0,33.98593287,-118.1637079,Co-Ed,(323) 480-9242 
Penny Lane Centers,NON,43520 Division Street,LANCASTER,Los Angeles County,CA,93535-4089,0,34.67355166,-118.1301132,Co-Ed,(661) 272-4883 
"Quest Recovery, Inc.",RES-DETOX,3233 W. Avenue,LANCASTER,Los Angeles County,CA,93536,12,34.70413269,-118.1890043,Co-Ed,(661) 941-2928 
"Forward Recovery Solutions, Llc",RES-DETOX,1428 S. Roxbury Drive,LOS ANGELES,Los Angeles County,CA,90035,6,34.05310157,-118.4018596,Co-Ed,(310) 488-9864 
"Journey Hillside Tarzana, Llc",RES-DETOX,4706 Viviana Drive,TARZANA,Los Angeles County,CA,91356,6,34.15516334,-118.5550328,Co-Ed,(818) 996-6005 
"Golden Road Recovery, Llc",RES-DETOX,22560 Lassen Street,CHATSWORTH,Los Angeles County,CA,91311,6,34.249554,-118.618911,Co-Ed,(747) 202-0920 
Nulife Wellness Group Llc.,RES-DETOX,24969 Mulholland Hwy,CALABASAS,Los Angeles County,CA,91302,6,34.09990591,-118.6642992,Co-Ed,(818) 274-6376 
East Los Angeles Women'S Center,NON,1431 South Atlantic Boulevard,LOS ANGELES,Los Angeles County,CA,90022,0,34.01182736,-118.1592832,Women Only,(323) 526-5819 
Addiction Recovery Center La Llc,RES-DETOX,4734 Sunnyslope Avenue,SHERMAN OAKS,Los Angeles County,CA,91423-2410,6,34.156746,-118.4268745,Co-Ed,(310) 993-0146 
"Geo Reentry Services, Llc",RES,2233 E. 69Th Street,LONG BEACH,Los Angeles County,CA,90805,112,33.88060473,-118.167016,Co-Ed/Youth,(562) 663-0711 
New Road Recovery Services Inc.,RES-DETOX,44554 Leatherwood Avenue,LANCASTER,Los Angeles County,CA,93534,6,34.69234207,-118.1548403,Co-Ed,(661) 992-5114 
Nova Vitae Recovery Center,NON-DETOX,5985 Topanga Blvd.,WOODLAND HILLS,Los Angeles County,CA,91367,0,34.17886663,-118.6052491,Co-Ed,(818) 422-3442 
"S V Recovery, Inc.",RES-DETOX,10420 Penrose Street,SUN VALLEY,Los Angeles County,CA,91352,6,34.23216843,-118.3580138,Co-Ed,(818) 876-2555 
"Gpstreatment.Com, Llc",NON,10200 Sepulveda Blvd.,MISSION HILLS,Los Angeles County,CA,91345,0,34.2557162,-118.4673142,Co-Ed,(818) 221-3076 
"Avedis Recovery, Inc.",NON,1249 South La Brea Avenue,LOS ANGELES,Los Angeles County,CA,90019,0,34.05182567,-118.3443224,Co-Ed,(323) 243-3422 
"Transformations Care, Inc.",RES-DETOX,17921 S. Avery Place,GARDENA,Los Angeles County,CA,90248,6,33.86727889,-118.3017942,Co-Ed,(424) 340-9267 
New Day Rehab Center,RES-DETOX,1616 West Avenue L,LANCASTER,Los Angeles County,CA,93535,6,34.66030734,-118.1593791,Co-Ed,(661) 993-2492 
New Day Rehab Center,NON,1929 West Avenue L,LANCASTER,Los Angeles County,CA,93534,0,34.66045921,-118.1642915,Co-Ed,(661) 993-2492 
7 Star Recovery Llc,RES-DETOX,4709 Caritina Drive,TARZANA,Los Angeles County,CA,91356,6,34.1555641,-118.5563948,Co-Ed,(714) 265-6000 
7 Star Recovery Llc,RES-DETOX,4929 Medina Drive,WOODLAND HILLS,Los Angeles County,CA,91364,6,34.15780751,-118.601519,Dual Diagnosis,(424) 600-0001 
"Rain Recovery, Inc.",NON,16255 Ventura Boulevard,ENCINO,Los Angeles County,CA,91436,0,34.15694431,-118.4876994,Co-Ed,(818) 208-9446 
"Transformations Care, Inc.",NON,18726 S. Western Avenue,GARDENA,Los Angeles County,CA,90248,0,33.860484,-118.3091405,Co-Ed,(424) 340-9267 
Origins Treatment Center Llc,NON,5300 Beethoven Street,LOS ANGELES,Los Angeles County,CA,90066,0,33.97910347,-118.4228515,Co-Ed,(626) 590-0772 
"Starbridge Recovery, Llc",RES-DETOX,3943 Fredonia Drive,LOS ANGELES,Los Angeles County,CA,90068-1213,6,34.13536344,-118.3650127,Co-Ed,(323) 380-6683 
Aim 4 Recovery,NON,312 North Allen Avenue ,PASADENA,Los Angeles County,CA,91106,0,34.151553,-118.1126295,Co-Ed,(818) 369-7089 
Glendora Recovery Center,NON,1135 E. Route 66,GLENDORA,Los Angeles County,CA,91740,0,34.12888549,-117.845082,Co-Ed,(626) 594-0881 
Spark To Recovery Inc.,RES-DETOX,5449 Woodman Avenue,SHERMAN OAKS,Los Angeles County,CA,91401,6,34.170012,-118.4312795,Co-Ed,(888) 978-5424 
"American Addiction Treatment Center, Inc. ",RES-DETOX,20706 Clarendon Street ,WOODLAND HILLS,Los Angeles County,CA,91367,6,34.16996694,-118.5831932,Co-Ed,(818) 719-8888 
Mindful Recovery Llc,NON-DETOX,12134 Victory Blvd.,NORTH HOLLYWOOD,Los Angeles County,CA,91606,0,34.1866421,-118.3979221,Co-Ed,(844) 474-6248 
"Bold Recovery, Inc. ",NON,3407 W. 6Th Street,LOS ANGELES,Los Angeles County,CA,90020,0,34.06363486,-118.2959587,Co-Ed,(213) 327-4209 
Ams Pro Group Llc,RES-DETOX,9460 Wish Avenue,NORTHRIDGE,Los Angeles County,CA,91325,6,34.2426384,-118.5084215,Co-Ed,(844) 222-8808 
"Ola Wellness Retreat, Llc",NON,28955 Pacific Coast Highway,MALIBU,Los Angeles County,CA,90265,0,34.02189,-118.802763,Co-Ed,(310) 975-5344 
"Ola Wellness Retreat, Llc",RES-DETOX,1752 Corral Canyon Road,MALIBU,Los Angeles County,CA,90265,6,34.06209595,-118.746357,Co-Ed,(310) 579-5192 
"Northstar Detox And Rehab Center, Llc",RES-DETOX,19500 Winifred Street,TARZANA,Los Angeles County,CA,91356,6,34.16445,-118.5579855,Men Only,(805) 815-6777 
"Alpha And Omega Behavior Management, Inc",DSS,4235 East Compton Boulevard,COMPTON,Los Angeles County,CA,90221,0,33.896322,-118.1964915,Co-Ed,(310) 509-3764 
Dream Big Mf Inc,RES-DETOX,6511 Gloria Avenue,VAN NUYS,Los Angeles County,CA,91406,6,34.18897998,-118.4793558,Co-Ed,(747) 221-7777 
Soul Detox And Recovery Inc,RES-DETOX,8124 Shady Glade Avenue,NORTH HOLLYWOOD,Los Angeles County,CA,91605,6,34.21854134,-118.4019664,Co-Ed,(818) 355-5642 
"Celebrated Consulting, Llc",RES-DETOX,18841 Pasadero Drive,TARZANA,Los Angeles County,CA,91356,6,34.14860853,-118.5444009,Co-Ed,(818) 705-2577 
"Avedis Detox, Inc.",RES-DETOX,4945 Lindley Avenue,TARZANA,Los Angeles County,CA,91356-4319,6,34.15975706,-118.5272436,Co-Ed,(323) 708-7500 
"Blessed Recovery Centers, Llc",NON,42455 10Th Street W.,LANCASTER,Los Angeles County,CA,93534,0,34.6544482,-118.1477664,Co-Ed,(661) 227-4597 
West Health Inc,RES-DETOX,4725  Vanalden Avenue,TARZANA,Los Angeles County,CA,91356,6,34.15584054,-118.5527115,Co-Ed,(805) 302-1504 
White Oak Recovery Center Llc,RES-DETOX,19404 Roscoe Boulevard,NORTHRIDGE,Los Angeles County,CA,91324,6,34.22042154,-118.5559393,Co-Ed,(818) 578-6250 
White Oak Recovery Center Llc,RES-DETOX,18200 Lassen St,NORTHRIDGE,Los Angeles County,CA,91325,6,34.24996493,-118.5297336,Co-Ed,(818) 280-3342 
"Elevate Concierge Health, Llc",RES-DETOX,1280 Afton Street,PASADENA,Los Angeles County,CA,91103,6,34.16739072,-118.1774653,Co-Ed,(626) 344-5177 
Stairway Resource Center Inc.,NON,21210 Erwin Street,WOODLAND HILLS,Los Angeles County,CA,91367,0,34.18276774,-118.5946983,Co-Ed,(818) 724-7380 
"Precious Treatment, Llc",RES-DETOX,4381 Vanalden Avenue,TARZANA,Los Angeles County,CA,91356,6,34.149501,-118.5569775,Co-Ed,(818) 280-8063 
Endeavor Recovery Llc,RES-DETOX,8537 Yolanda Avenue,NORTHRIDGE,Los Angeles County,CA,91324,6,34.22548359,-118.5405142,Co-Ed,(310) 940-5205 
The Melrose Group Llc,RES-DETOX, 1427 Bluebird Avenue,LOS ANGELES,Los Angeles County,CA,90069,6,34.09733149,-118.391903,Co-Ed,(323) 798-7332 
Psyclarity Health Inc.,RES-DETOX,22450 Collins St.,WOODLAND HILLS,Los Angeles County,CA,91367,6,34.1744399,-118.6163249,Co-Ed,(818) 564-4085 
Rodeo Recovery Llc,RES-DETOX,240 South Rodeo Drive,BEVERLY HILLS,Los Angeles County,CA,90212,6,34.0633011,-118.4012567,Co-Ed,(213) 238-2572 
"Triumph Recovery, Llc",RES-DETOX,15649 Woodfield Place,SHERMAN OAKS,Los Angeles County,CA,91403,6,34.14175993,-118.474503,Co-Ed,(818) 736-9891 
Saving My Tomorrow,RES-DETOX,15521 Sandra Lane,SYLMAR,Los Angeles County,CA,92371,6,34.30732008,-118.4714783,Co-Ed,(657) 342-0265 
Zen Recovery Center Inc.,RES-DETOX,23460 Hatteras Street,WOODLAND HILLS,Los Angeles County,CA,91367,6,34.17547896,-118.6384565,Co-Ed,(818) 855-9040 
Sobermind Inc,RES-DETOX,7321 Oso Avenue,WINNETKA,Los Angeles County,CA,91306,6,34.20417893,-118.5754248,Co-Ed,(818) 398-8047 
"Fresh Start, Llc",NON,7334 Topanga Canyon Blvd.,CANOGA PARK,Los Angeles County,CA,91303,0,34.203852,-118.6059345,Co-Ed,(949) 734-9254 
God'S Army Wellness Home Inc.,RES-DETOX,13149 Ratner Street,NORTH HOLLYWOOD,Los Angeles County,CA,91601,6,34.21726364,-118.4197871,Co-Ed,(805) 341-2482 
"Conquer Recovery Centers, Inc.",RES-DETOX,1324 Keniston Avenue,LOS ANGELES,Los Angeles County,CA,90019,6,34.05046585,-118.3388418,Co-Ed,(323) 452-0071 
Royal Recovery And Treatment Center Inc.,RES-DETOX,19316 Vista Grande Way,PORTER RANCH,Los Angeles County,CA,91326,6,34.28910552,-118.5537735,Co-Ed,(747) 271-4886 
The Heavenly Center Llc,NON,12532 Ventura Blvd.,STUDIO CITY,Los Angeles County,CA,91604,0,34.14285302,-118.4064434,Co-Ed,(818) 358-3724 
Magnified Health Systems West Llc,NON-DETOX,15720 Ventura Blvd.,ENCINO,Los Angeles County,CA,91436,0,34.155045,-118.475622,Co-Ed,(818) 646-0241 
Magnified Health Systems West Llc,RES-DETOX,9024 Harratt Street,WEST HOLLYWOOD,Los Angeles County,CA,90069,12,34.08947111,-118.3885711,Co-Ed,(424) 279-9183 
Magnified Health Systems West Llc,RES-DETOX,826 N. Mariposa Avenue,LOS ANGELES,Los Angeles County,CA,90029,18,34.08558219,-118.2990415,Co-Ed,(323) 356-8129 
Foy Wellness And Recovery Llc,NON,30125 Agoura Road,AGOURA HILLS,Los Angeles County,CA,91301,0,34.14510356,-118.7789533,Co-Ed,(805) 558-0839 
Lion Recovery,RES-DETOX,14945 Bassett Street,VAN NUYS,Los Angeles County,CA,91405,6,34.1962015,-118.459089,Co-Ed,(818) 276-5436 
Cmj Recovery Ca Llc,RES-DETOX,4960 Vanalden Avenue,TARZANA,Los Angeles County,CA,91356,6,34.15986475,-118.5520181,Co-Ed,(818) 916-8116 
The Right Time Recovery Center Inc.,RES-DETOX,2808 East Cortez Street,WEST COVINA,Los Angeles County,CA,91791,6,34.06480798,-117.885462,Co-Ed,(909) 658-4181 
One Touch Of Christ Evangelistic Ministries,NON,350 Vinton Avenue,POMONA,Los Angeles County,CA,91767,0,34.07939335,-117.7467554,Co-Ed,(612) 328-4819 
Eagle Recovery,RES-DETOX,6701 Cantaloupe Avenue,VAN NUYS,Los Angeles County,CA,91405,6,34.19226808,-118.4345512,Co-Ed,(747) 264-0659 
Northridge Addiction Treatment Center Llc,RES-DETOX,9450 Tampa Ave,NORTHRIDGE,Los Angeles County,CA,91324,6,34.24218898,-118.5533401,Dual Diagnosis,(818) 527-1294 
Tarzana Recovery Center,RES-DETOX,5371 Vanaldan Ave,TARZANA,Los Angeles County,CA,91356,6,34.16880726,-118.5501042,Co-Ed,(818) 514-6514 
"Recovery Zone, Inc.",NON-DETOX,1480 Colorado Blvd.,LOS ANGELES,Los Angeles County,CA,90041,0,34.13924941,-118.1973329,Co-Ed,(323) 999-9291 
Believe Detox Center Inc,RES-DETOX,17354 Tribune St,GRANADA HILLS,Los Angeles County,CA,91344,6,34.26724343,-118.5129532,Co-Ed,(818) 454-2189 
Pathways I Sober Living Inc,RES-DETOX,1033 N. Soldano Ave,AZUSA,Los Angeles County,CA,91702,10,34.14020182,-117.9036698,Co-Ed,(626) 373-6006 
"Hills Rehab, Llc",RES-DETOX,8207 Mulholland Avenue,LOS ANGELES,Los Angeles County,CA,90046,21,34.12237065,-118.3772036,Co-Ed,(800) 724-8207 
"Heredia Family Therapy, Inc.",NON,10800 Paramount Boulevard,DOWNEY,Los Angeles County,CA,90241,0,33.945903,-118.1351925,Co-Ed,(562) 821-1491 
"Oak Forest Recovery Center, Inc.",NON,5655 Lindero Canyon Road,WESTLAKE VILLAGE,Los Angeles County,CA,91362,0,34.15322235,-118.7996574,Dual Diagnosis,(850) 390-6647 
Invicta Therapy,NON-DETOX,"2235 N Lake Ave,",ALTADENA,Los Angeles County,CA,91001,0,34.183872,-118.131813,Co-Ed,(626) 786-4864 
Virtues Behavioral Health Llc,NON,11340 West Olympic Boulevard,LOS ANGELES,Los Angeles County,CA,90064,0,34.037289,-118.441701,Co-Ed,(954) 235-0558 
"Akua Behavioral Health, Inc.",NON-DETOX,5355 E. Carson St,LONG BEACH,Los Angeles County,CA,90808,0,33.83237746,-118.127394,Co-Ed,(949) 777-2283 
"Heredia Family Therapy, Inc.",NON,13200 Crossroads Parkway,CITY OF INDUSTRY,Los Angeles County,CA,91746,0,34.03039103,-118.0130045,Co-Ed,(562) 821-1491 
La Valley Recovery,RES-DETOX,7744 Mary Ellen Ave,NORTH HOLLYWOOD,Los Angeles County,CA,91605,6,34.21119351,-118.4190998,Dual Diagnosis,(818) 900-0858 
Vanity Wellness Center Incorporated,NON-DETOX,19935 Ventura Blvd,WOODLAND HILLS,Los Angeles County,CA,91364,0,34.17216641,-118.5670416,Co-Ed,(818) 602-5896 
Triple S Behavioral Health Llc,RES-DETOX,22714 Sylvan St,WOODLAND HILLS,Los Angeles County,CA,91367,6,34.18459053,-118.6216515,Dual Diagnosis,(818) 770-1839 
"Valley Horizons, Llc.",RES-DETOX,1936 Hazel Nut Court,AGOURA HILLS,Los Angeles County,CA,91301,6,34.10752182,-118.7894746,Co-Ed,(818) 575-7096 
22703 Sylvan Street Detox Llc,RES-DETOX,22703 Sylvan Street,WOODLAND HILLS,Los Angeles County,CA,91367,6,34.185006,-118.621413,Co-Ed,(818) 805-3274 
Oasis Tarzana Llc,RES-DETOX,4755 Vanalden Ave.,TARZANA,Los Angeles County,CA,91356,6,34.15674844,-118.5529853,Dual Diagnosis,(310) 920-9080 
Empower Recovery Center Llc,NON-DETOX,10554 Riverside Dr,TOLUCA LAKE,Los Angeles County,CA,91602,0,34.15216654,-118.360647,Dual Diagnosis,(949) 365-5700 
California Centers For Recovery Inc,RES-DETOX,341 S Meadows Ave,MANHATTAN BEACH,Los Angeles County,CA,90266,6,33.87724971,-118.3917403,Co-Ed,(561) 427-9525 
"Monroe Operations, Llc",NON,2001 Wilshire Blvd,SANTA MONICA ,Los Angeles County,CA,90403,0,34.031961,-118.4833035,Youth/Adolescent,(714) 393-3523 
Jj Sle,NON,9907 Canoga Ave.,CHATSWORTH,Los Angeles County,CA,91311,0,34.25036258,-118.5973655,Dual Diagnosis,(818) 726-8238 
Avm Group Llc,NON,11696 Ventura Blvd,STUDIO CITY,Los Angeles County,CA,91604,0,34.14124619,-118.3876776,Dual Diagnosis,(310) 254-7523 
Elysium Outpatient,NON,10340 Santa Monica Blvd,LOS ANGELES,Los Angeles County,CA,90025,0,34.05816528,-118.4226301,Co-Ed,(844) 462-8571 
Victory Recovery Center Llc,NON,23236 Lyons Avenue,NEWHALL,Los Angeles County,CA,91321,0,34.37979315,-118.5390663,Dual Diagnosis,(661) 212-2494 
Hifi Recovery Corps Llc,RES-DETOX,443 N Mountain View Ave,LOS ANGELES,Los Angeles County,CA,90026,6,34.07110701,-118.266427,Dual Diagnosis,(562) 346-4835 
1741 Hauser Blvd Detox Llc,RES-DETOX,1741 Hauser Boulevard,LOS ANGELES,Los Angeles County,CA,90019,18,34.04271123,-118.3591006,Dual Diagnosis,(954) 533-7992 
Destiny Treatment Center,NON,5230 Clark Ave,LAKEWOOD,Los Angeles County,CA,90712,0,33.853014,-118.1337605,Co-Ed,(424) 342-1403 
"Life Landscaping, Inc.",NON,1212 N Vermont Ave,LOS ANGELES,Los Angeles County,CA,90029,0,34.093944,-118.2917325,Dual Diagnosis,(800) 530-3100 
"Bloome, Inc.",NON,5900 Sepulveda Blvd.,SHERMAN OAKS,Los Angeles County,CA,91411,0,34.177545,-118.465452,Dual Diagnosis,(818) 457-6305 
Hillcrest Recovery Inc.,RES-DETOX,6221 Holly Mont Drive,LOS ANGELES,Los Angeles County,CA,90068-3307,6,34.10863846,-118.324206,Co-Ed,(323) 798-4475 
"Clean Treatment Center, Inc.",NON-DETOX,31240 La Baya Drive,WESTLAKE VILLAGE,Los Angeles County,CA,91362,0,34.1561669,-118.8039162,Dual Diagnosis,(213) 700-6050 
"Vivid Recovery, Llc",RES-DETOX,1634 Benedict Canyon Drive,BEVERLY HILLS,Los Angeles County,CA,90210,6,34.10056523,-118.4355649,Co-Ed,(866) 890-9573 
"Ascentions Treatment Center, Llc",NON,24151 Ventura Boulevard,CALABASAS,Los Angeles County,CA,91302,0,34.153497,-118.657152,Co-Ed,(805) 372-2280 
Elevations Substance Abuse Facility Llc,RES-DETOX,3540 Pansy Dr,CALABASAS,Los Angeles County,CA,91302,6,34.13194334,-118.6473973,Dual Diagnosis,(818) 914-3625 
Eternal Purpose Recovery Center Llc,RES-DETOX,5835 Topeka Dr,TARZANA,Los Angeles County,CA,91356,6,34.176654,-118.546166,Co-Ed,(818) 578-8347 
"Til, Lp",RES-DETOX,"2639 W. Avenue K, ",LANCASTER,Los Angeles County,CA,93536,6,34.67499316,-118.1781123,Co-Ed,(661) 579-9805 
Shadow Hills Recovery Inc,RES-DETOX,10941 Meseta Drive,SUNLAND,Los Angeles County,CA,91040-1376,6,34.25425579,-118.3682993,Co-Ed,(818) 876-2555 
American Institute Of Addiction Llc,RES-DETOX,12400 Magnolia Blvd,VALLEY VILLAGE,Los Angeles County,CA,91607,6,34.16484854,-118.4031225,Dual Diagnosis,(818) 232-7220 
Magnolia Recovery Llc,RES-DETOX,12406 Magnolia Blvd,VALLEY VILLAGE,Los Angeles County,CA,91607,6,34.16485352,-118.4033475,Dual Diagnosis,(818) 796-4311 
Joser Forever Llc,NON,1436 South La Cienega Blvd,LOS ANGELES,Los Angeles County,CA,90035-3761,0,34.052157,-118.3757895,Co-Ed,(510) 283-7842 
Detour Behavioral Health Inc.,NON,2542 East Florence Avenue,HUNTINGTON PARK,Los Angeles County,CA,90255,0,33.97431048,-118.2264668,Dual Diagnosis,(323) 372-1281 
"New Life, Inc",RES-DETOX,3787 Prestwick Drive,LOS ANGELES,Los Angeles County,CA,90027-1321,6,34.11914772,-118.2797484,Dual Diagnosis,(866) 589-3338 
Ari Recovery Llc,RES-DETOX,7226 Dos Rios Drive,TUJUNGA,Los Angeles County,CA,91042,6,34.26902801,-118.289921,Dual Diagnosis,(818) 521-0602 
Los Angeles Detox Llc,RES-DETOX,5537 Sylvia Ave,TARZANA,Los Angeles County,CA,91356,6,34.171929,-118.552379,Dual Diagnosis,(310) 795-0542 
Ari Recovery Llc,RES-DETOX,1411 N. Avon Street,BURBANK,Los Angeles County,CA,91505,6,34.17598072,-118.3482454,Dual Diagnosis,(818) 521-0602 
Maple Moon Llc,RES-DETOX,20400 Hemmingway Street,WINNETKA,Los Angeles County,CA,91306,6,34.21388106,-118.5769651,Co-Ed,
"Bni Treatment Centers, Llc",NON,28038 Dorothy Drive,AGOURA HILLS,Los Angeles County,CA,91301,0,34.14214848,-118.7378205,Co-Ed,(310) 691-5005 
American Riviera Llc,NON,12114 Venice Blvd,LOS ANGELES,Los Angeles County,CA,90066,0,34.00532492,-118.4303162,Co-Ed,(310) 926-8924 
"Aspire Counseling Services - Santa Clarita, Inc.",NON,28118 Bouquet Canyon Road,SANTA CLARITA,Los Angeles County,CA,91350,0,34.45168836,-118.4968958,Co-Ed,(661) 296-4444 
"Monroe Operations, Llc",NON,1104 Lincoln Avenue,SAN RAFAEL,Marin County,CA,94901,0,37.97363033,-122.5235478,Families,(415) 299-4185 
"Center Point, Inc.",RES-DETOX,603 D Street,SAN RAFAEL,Marin County,CA,94901,40,37.97031487,-122.5325358,Co-Ed,(415) 454-9444 
"Monroe Operations, Llc",DSS,16 Meadow View Way,SAN GERONIMO,Marin County,CA,94963,0,38.01111349,-122.6544779,Youth/Adolescent,(415) 531-7748 
"Center Point, Inc.",RES-DETOX,1477-1483 Lincoln Avenue,SAN RAFAEL,Marin County,CA,94901,22,37.98066962,-122.5226591,Women/Children,(415) 454-9444 
"Center Point, Inc.",NON,1601 Second Street,SAN RAFAEL,Marin County,CA,94901,0,37.97208,-122.53635,Co-Ed,(415) 456-6655 
"Monroe Operations, Llc",DSS,1605 Lucas Valley Road,SAN RAFAEL,Marin County,CA,94903,0,38.029077,-122.5810845,Youth/Adolescent,(415) 531-7748 
Ritter Center,NON,12 Ritter Street,SAN RAFAEL,Marin County,CA,94901,0,37.97157088,-122.5252022,Co-Ed,(415) 457-8182 
"Bay Area Community Resources, Inc.",NON,171 Carlos Drive,SAN RAFAEL,Marin County,CA,94903,0,38.01757397,-122.5347337,Co-Ed,(415) 444-5580 
"Bay Area Community Resources, Inc.",NON,13 Peter Behr Drive,SAN RAFAEL,Marin County,CA,94903,0,37.999521,-122.5324755,Men Only,(415) 755-2328 
Lvrc Inc,RES-DETOX,10620 Elizabeth Lake Road,LEONA VALLEY,Los Angeles County,CA,93551-7012,6,34.62808958,-118.3183509,Co-Ed,(661) 270-1023 
"Bayside Marin, Inc.",RES-DETOX,157 Bayview Drive,SAN RAFAEL,Marin County,CA,94901,30,37.97842184,-122.4808221,Co-Ed,(415) 721-2000 
"Bayside Marin, Inc.",NON,718 4Th Street,SAN RAFAEL,Marin County,CA,94901,0,37.97259204,-122.5233279,Dual Diagnosis,(415) 721-2000 
Marin Services For Men,NON,710 C Street,SAN RAFAEL,Marin County,CA,94901,0,37.97082626,-122.5311096,Men Only,(415) 485-6736 
Serenity Knolls,RES-DETOX,145 Tamal Road,FOREST KNOLLS,Marin County,CA,94933,36,38.018133,-122.693031,Co-Ed,(415) 488-0400 
"Living At Reflections, Llc",RES-DETOX,1191 Simmons Lane,NOVATO,Marin County,CA,94945,6,38.12094,-122.586165,Co-Ed,(415) 895-6146 
"Living At Reflections, Llc",RES-DETOX,10 Lockton Lane,NOVATO,Marin County,CA,94945,6,38.11293534,-122.5173356,Co-Ed,(415) 895-6394 
"Alta Mira Recovery Centers, Llc",RES-DETOX,125 Bulkley Avenue,SAUSALITO,Marin County,CA,94965,6,37.855773,-122.481612,Co-Ed,(415) 332-1350 
"Alta Mira Recovery Centers, Llc",RES,135 Bulkley Avenue,SAUSALITO,Marin County,CA,94965,6,37.85626103,-122.4812275,Co-Ed,(415) 332-1350 
"Alta Mira Recovery Centers, Llc",RES,110 Harrison Avenue,SAUSALITO,Marin County,CA,94965,6,37.85517292,-122.4817856,Men Only,(415) 332-1350 
Buckelew Programs,RES-DETOX,291 Smith Ranch Road,SAN RAFAEL,Marin County,CA,94903,30,38.02230066,-122.5240872,Co-Ed,(415) 492-0818 
"Alta Mira Recovery Centers, Llc",RES,126 Harrison Avenue,SAUSALITO,Marin County,CA,94965,6,37.85547703,-122.4818756,Women Only,(415) 332-1350 
"Alta Mira Recovery Centers, Llc",RES,25 Santa Rosa,SAUSALITO,Marin County,CA,94965,6,37.85620369,-122.4818117,Women Only,(415) 332-1350 
Marin Treatment Center,NON,1466 Lincoln Avenue,SAN RAFAEL,Marin County,CA,94901,0,37.97998229,-122.5220768,Co-Ed,(415) 457-3755 
"Avery Lane, Llc",RES-DETOX,685 Atherton Avenue,NOVATO,Marin County,CA,94945,9,38.11746684,-122.5475647,Women Only,(415) 895-5360 
"Avery Lane, Llc",NON-DETOX,505 San Marin Drive,NOVATO,Marin County,CA,94945,0,38.122173,-122.58387,Women Only,(415) 895-5360 
Golden Gate Recovery Llc,NON,505 San Marin Drive,NOVATO,Marin County,CA,94945,0,38.122173,-122.58387,Men Only,(650) 773-1775 
Ford Street Project,RES-DETOX,201 Brush Street,UKIAH,Mendocino County,CA,95482,40,39.15920511,-123.2057318,Co-Ed,(707) 462-6290 
