Column,facility_name,facility_type,facility_clean,address,city,county,state,zip,capacity,latitude,longitude,phone_number,other_details,full_address
74,"Central Valley Behavioral Health, Llc",NON,NON,1781 East Fir Avenue,FRESNO ,FRESNO,CA,93720,0,36.83911078,-119.7502976,(559) 593-9801 ,Youth/Adolescent,"1781 East Fir Avenue, FRESNO , FRESNO COUNTY, CA, 93720"
75,"Comprehensive Addiction Programs, Incorporated",RES-DETOX,RES-DETOX,2445 W Whitesbridge Ave,FRESNO,FRESNO,CA,93706,85,36.735696,-119.8391619,(553) 492-1373 ,Co-Ed,"2445 W Whitesbridge Ave, FRESNO, FRESNO COUNTY, CA, 93706"
76,Kings View,NON,NON,1822 Jensen Avenue,SANGER,FRESNO,CA,93657,0,36.707472,-119.563479,(559) 875-6300 ,Co-Ed,"1822 Jensen Avenue, SANGER, FRESNO COUNTY, CA, 93657"
77,"Sierra Meadows Behavioral Health, A Professional Psychology Corporation",NON,NON,1781 East Fir Street,FRESNO,FRESNO,CA,93720,0,36.83911078,-119.7502976,(559) 593-9801 ,Co-Ed,"1781 East Fir Street, FRESNO, FRESNO COUNTY, CA, 93720"
78,"Westcare California, Inc.",NON,NON,611 East Belmont,FRESNO,FRESNO,CA,93701,0,36.75042449,-119.803734,(559) 251-3420 ,Co-Ed,"611 East Belmont, FRESNO, FRESNO COUNTY, CA, 93701"
79,"Turning Point Of Central California, Inc.",RES,RES,2731 West Olive Avenue,FRESNO,FRESNO,CA,93728,30,36.75740248,-119.8428345,(559) 233-5096 ,Co-Ed,"2731 West Olive Avenue, FRESNO, FRESNO COUNTY, CA, 93728"
80,"Westcare California, Inc.",RES-DETOX,RES-DETOX,2772 South Martin Luther King Boulevard,FRESNO,FRESNO,CA,93706,198,36.700272,-119.800746,(559) 265-4800 ,Co-Ed,"2772 South Martin Luther King Boulevard, FRESNO, FRESNO COUNTY, CA, 93706"
81,"Mental Health Systems, Inc.",NON,NON, 2550 W. Clinton Avenue,FRESNO,FRESNO,CA,93705,0,36.772677,-119.840517,(858) 573-2600 ,Co-Ed," 2550 W. Clinton Avenue, FRESNO, FRESNO COUNTY, CA, 93705"
82,"Mental Health Systems, Inc.",RES-DETOX,RES-DETOX,2550 West Clinton Avenue,FRESNO,FRESNO,CA,93705-4201,95,36.772677,-119.840517,(858) 573-2600 ,Women Only,"2550 West Clinton Avenue, FRESNO, FRESNO COUNTY, CA, 93705-4201"
83,"Fresno New Connection, Inc.",NON,NON,4411 North Cedar Avenue,FRESNO,FRESNO,CA,93726,0,36.79798855,-119.7543607,(559) 248-1548 ,Co-Ed,"4411 North Cedar Avenue, FRESNO, FRESNO COUNTY, CA, 93726"
84,"Turning Point Of Central California, Inc.",NON,NON,3636 North First Street,FRESNO,FRESNO,CA,93726-6818,0,36.78371888,-119.7723898,(559) 225-1464 ,Co-Ed,"3636 North First Street, FRESNO, FRESNO COUNTY, CA, 93726-6818"
85,"Mental Health Systems, Inc.",NON,NON,3333 E American Avenue,FRESNO,FRESNO,CA,93725,0,36.66340244,-119.7304798,(559) 600-4876 ,Co-Ed,"3333 E American Avenue, FRESNO, FRESNO COUNTY, CA, 93725"
86,"Universal Health Network And Systems, Inc.",RES-DETOX,RES-DETOX,625 East Keats Avenue,FRESNO,FRESNO,CA,93710-7000,12,36.81034109,-119.7760135,(559) 252-5150 ,Co-Ed/Children,"625 East Keats Avenue, FRESNO, FRESNO COUNTY, CA, 93710-7000"
87,Promesa Behaviorial Health,NON,NON,7120 N. Marks Avenue,FRESNO,FRESNO,CA,93711,0,36.839259,-119.846007,(559) 981-5534 ,Co-Ed,"7120 N. Marks Avenue, FRESNO, FRESNO COUNTY, CA, 93711"
88,"Delta Care, Inc.",NON,NON,4705 N Sonora Avenue,FRESNO,FRESNO,CA,93722,0,36.806112,-119.86623,(559) 289-6785 ,Co-Ed,"4705 N Sonora Avenue, FRESNO, FRESNO COUNTY, CA, 93722"
89,"Touchstone Recovery Center, Inc.",NON,NON,724 Medical Center Drive East,CLOVIS,FRESNO,CA,93611,0,36.84110532,-119.6587432,(559) 298-6711 ,Co-Ed,"724 Medical Center Drive East, CLOVIS, FRESNO COUNTY, CA, 93611"
90,"Touchstone Recovery Center, Inc.",NON-DETOX,NON-DETOX,7065 N. Maple,FRESNO,FRESNO,CA,93720,0,36.83862,-119.7467775,(559) 298-6711 ,Co-Ed,"7065 N. Maple, FRESNO, FRESNO COUNTY, CA, 93720"
91,"True North Detox, Llc",NON,NON,2121 Herndon Ave,CLOVIS,FRESNO,CA,93611,0,36.83898,-119.6771625,(844) 244-7837 ,Dual Diagnosis,"2121 Herndon Ave, CLOVIS, FRESNO COUNTY, CA, 93611"
92,"Central California Recovery, Incorporated",NON,NON,1204 W. Shaw Avenue,FRESNO,FRESNO,CA,93711,0,36.80850547,-119.8130887,(559) 681-1947 ,Co-Ed,"1204 W. Shaw Avenue, FRESNO, FRESNO COUNTY, CA, 93711"
93,"Satnam S. Atwal, Md",RES-DETOX,RES-DETOX,7361 North Sierra Vista ,FRESNO,FRESNO,CA,93720,6,36.84303,-119.742767,(559) 298-5111 ,Co-Ed,"7361 North Sierra Vista , FRESNO, FRESNO COUNTY, CA, 93720"
94,"Aspire Counseling Services, Inc.",NON,NON,7498 North Remington Avenue,FRESNO,FRESNO,CA,93711,0,36.846,-119.803086,(559) 777-6797 ,Co-Ed,"7498 North Remington Avenue, FRESNO, FRESNO COUNTY, CA, 93711"
95,A New Awakening Of The San Joaquin,RES-DETOX,RES-DETOX,1121 S Dee Ann Ave,FRESNO,FRESNO,CA,93727,6,36.720117,-119.6665265,(559) 464-8158 ,Dual Diagnosis,"1121 S Dee Ann Ave, FRESNO, FRESNO COUNTY, CA, 93727"
96,New Perceptions North Llc,NON-DETOX,NON-DETOX,5084 N. Fruit Ave.,FRESNO,FRESNO,CA,93711,0,36.809694,-119.8160685,(818) 741-8837 ,Co-Ed,"5084 N. Fruit Ave., FRESNO, FRESNO COUNTY, CA, 93711"
97,"Total Life Change, Inc",NON,NON,1300 E Shaw Ave,FRESNO,FRESNO,CA,93710,0,36.80871662,-119.7658915,(559) 475-9779 ,Dual Diagnosis,"1300 E Shaw Ave, FRESNO, FRESNO COUNTY, CA, 93710"
98,North Coast Substance Abuse Council,RES,RES,1205 Myrtle Avenue,EUREKA,HUMBOLDT,CA,95501,20,40.79877921,-124.1468055,(707) 445-0869 ,Co-Ed,"1205 Myrtle Avenue, EUREKA, HUMBOLDT COUNTY, CA, 95501"
99,"Northern Valley Indian Health, Inc.",NON,NON,207 North Butte Street,WILLOWS,GLENN,CA,95988,0,39.52213175,-122.1954166,(530) 934-4641 ,Co-Ed,"207 North Butte Street, WILLOWS, GLENN COUNTY, CA, 95988"
100,"Humboldt Recovery Center, Incorporated",RES-DETOX,RES-DETOX,1116 9Th Street,EUREKA,HUMBOLDT,CA,95501,57,40.79953176,-124.1584049,(707) 443-4237 ,Co-Ed,"1116 9Th Street, EUREKA, HUMBOLDT COUNTY, CA, 95501"
101,"True North Detox, Llc",RES-DETOX,RES-DETOX,21780 Oak Hill Lane,CLOVIS,FRESNO,CA,93619,30,36.96791331,-119.4658891,(559) 299-5100 ,Co-Ed,"21780 Oak Hill Lane, CLOVIS, FRESNO COUNTY, CA, 93619"
102,"Alcohol/Drug Care Service'S, Inc.",RES-DETOX,RES-DETOX,2413 2Nd Street,EUREKA,HUMBOLDT,CA,95501,56,40.8063485,-124.145558,(707) 269-9590 ,Co-Ed,"2413 2Nd Street, EUREKA, HUMBOLDT COUNTY, CA, 95501"
103,County Of Humboldt,NON,NON,2910 H Street,EUREKA,HUMBOLDT,CA,95501,0,40.78177275,-124.1613748,(707) 441-5220 ,Women/Children,"2910 H Street, EUREKA, HUMBOLDT COUNTY, CA, 95501"
104,"United Indian Health Services, Inc.",NON,NON,1600 Weeot Way,ARCATA,HUMBOLDT,CA,95521,0,40.89807904,-124.092387,(707) 825-5000 ,Co-Ed,"1600 Weeot Way, ARCATA, HUMBOLDT COUNTY, CA, 95521"
105,"Foundations In Recovery, Inc.",NON,NON,1679 Adams Avenue,EL CENTRO,IMPERIAL,CA,92243,0,32.7964555,-115.5736212,(760) 970-4426 ,Co-Ed,"1679 Adams Avenue, EL CENTRO, IMPERIAL COUNTY, CA, 92243"
106,"Foundations In Recovery, Inc.",RES-DETOX,RES-DETOX,1687 Southwind Drive,EL CENTRO ,IMPERIAL,CA,92243,6,32.77467451,-115.5734192,(760) 970-4426 ,Co-Ed,"1687 Southwind Drive, EL CENTRO , IMPERIAL COUNTY, CA, 92243"
107,Humboldt County Alcohol And Other Drug Programs,NON,NON,720 Wood Street,EUREKA,HUMBOLDT,CA,95501,0,40.7811845,-124.1607201,(707) 476-4054 ,Co-Ed,"720 Wood Street, EUREKA, HUMBOLDT COUNTY, CA, 95501"
108,Singing Trees Recovery Center,RES-DETOX,RES-DETOX,2061 Highway 101,GARBERVILLE,HUMBOLDT,CA,95542,20,40.02777996,-123.7935873,(707) 247-3495 ,Co-Ed,"2061 Highway 101, GARBERVILLE, HUMBOLDT COUNTY, CA, 95542"
109,One Door - Community Resource And Recovery Center,NON-DETOX,NON-DETOX,1326 30Th Street,BAKERSFIELD,KERN,CA,93301,0,35.388099,-119.0182275,(661) 371-2652 ,Co-Ed,"1326 30Th Street, BAKERSFIELD, KERN COUNTY, CA, 93301"
110,Robert B. Dibble,NON,NON,375 East Line Street,BISHOP,INYO,CA,93514,0,37.36149749,-118.3897205,(760) 873-4357 ,Co-Ed,"375 East Line Street, BISHOP, INYO COUNTY, CA, 93514"
111,County Of Imperial,NON-DETOX,NON-DETOX,2695 S. 4Th Street,EL CENTRO,IMPERIAL,CA,92243,0,32.76935314,-115.5520675,(442) 265-7650 ,Co-Ed,"2695 S. 4Th Street, EL CENTRO, IMPERIAL COUNTY, CA, 92243"
112,Inyo County Health And Human Services,NON,NON,162 J Grove Street,BISHOP,INYO,CA,93514,0,37.3645915,-118.396008,(760) 873-6533 ,Co-Ed,"162 J Grove Street, BISHOP, INYO COUNTY, CA, 93514"
113,Kern County Hispanic Commission On Alcohol And Drug Abuse Services,NON,NON,1304 L Street,BAKERSFIELD,KERN,CA,93301,0,35.36953666,-119.0164361,(661) 634-9877 ,Co-Ed,"1304 L Street, BAKERSFIELD, KERN COUNTY, CA, 93301"
114,"Community Services Organization, Behavioral Health Programs",NON,NON,1124 Baker Street,BAKERSFIELD,KERN,CA,93305,0,35.38059264,-118.9915776,(661) 327-9376 ,Co-Ed,"1124 Baker Street, BAKERSFIELD, KERN COUNTY, CA, 93305"
115,Bakersfield Recovery Services Inc.,RES,RES,708 Lincoln Street,BAKERSFIELD,KERN,CA,93305,14,35.38712338,-118.9884315,(661) 869-1795 ,Women/Children,"708 Lincoln Street, BAKERSFIELD, KERN COUNTY, CA, 93305"
116,Bakersfield Recovery Services Inc.,RES-DETOX,RES-DETOX,600 Bernard Street,BAKERSFIELD,KERN,CA,93305,54,35.390502,-118.9888785,(661) 325-1817 ,Co-Ed,"600 Bernard Street, BAKERSFIELD, KERN COUNTY, CA, 93305"
117,"Community Services Organization, Behavioral Health Programs",NON,NON,10420 Main Street,LAMONT,KERN,CA,93241,0,35.26035467,-118.9145475,(661) 845-3753 ,Co-Ed,"10420 Main Street, LAMONT, KERN COUNTY, CA, 93241"
118,"Turning Point Of Central California, Inc.",RES,RES,1100 Union Avenue,BAKERSFIELD,KERN,CA,93307,100,35.367687,-119.001879,(661) 861-6111 ,Co-Ed,"1100 Union Avenue, BAKERSFIELD, KERN COUNTY, CA, 93307"
119,"Westcare California, Inc.",RES,RES,2901 South H Street,BAKERSFIELD,KERN,CA,93304,41,35.328573,-119.0213555,(661) 398-4303 ,Co-Ed,"2901 South H Street, BAKERSFIELD, KERN COUNTY, CA, 93304"
120,"Westcare California, Inc.",NON,NON,2909 South H Street,BAKERSFIELD,KERN,CA,93304,0,35.328051,-119.021358,(661) 398-4303 ,Co-Ed,"2909 South H Street, BAKERSFIELD, KERN COUNTY, CA, 93304"
121,"Mental Health Systems, Inc.",COR,COR,1932 Jessie Street,BAKERSFIELD,KERN,CA,93305-4114,0,35.38517206,-118.9717606,(661) 447-4666 ,Women Only,"1932 Jessie Street, BAKERSFIELD, KERN COUNTY, CA, 93305-4114"
122,"Action Family Counseling, Inc.",NON,NON,3801 Buck Owens Boulevard,BAKERSFIELD,KERN,CA,93308,0,35.394885,-119.043837,(661) 325-4357 ,Co-Ed,"3801 Buck Owens Boulevard, BAKERSFIELD, KERN COUNTY, CA, 93308"
123,"Action Family Counseling, Inc.",RES-DETOX,RES-DETOX,407 Helen Way,BAKERSFIELD,KERN,CA,93307,22,35.27085074,-119.0085973,(800) 367-8336 ,Co-Ed,"407 Helen Way, BAKERSFIELD, KERN COUNTY, CA, 93307"
124,"Synergy Lifestyle Center, Inc.",NON,NON,7910 Downing Avenue,BAKERSFIELD,KERN,CA,93308,0,35.39064428,-119.0889071,(661) 878-9930 ,Co-Ed,"7910 Downing Avenue, BAKERSFIELD, KERN COUNTY, CA, 93308"
125,"Aspire Counseling Services, Inc.",NON,NON,9830 Brimhall Road,BAKERSFIELD,KERN,CA,93312,0,35.370297,-119.1113685,(661) 829-7300 ,Co-Ed,"9830 Brimhall Road, BAKERSFIELD, KERN COUNTY, CA, 93312"
126,County Of Kern,NON,NON,5121 Stockdale Highway,BAKERSFIELD,KERN,CA,93309,0,35.353089,-119.0584485,(661) 868-5134 ,Co-Ed,"5121 Stockdale Highway, BAKERSFIELD, KERN COUNTY, CA, 93309"
127,Bakersfield American Indian Health Project,NON,NON,1617 30Th Street,BAKERSFIELD,KERN,CA,93301,0,35.38667816,-119.0204777,(661) 327-4030 ,Co-Ed,"1617 30Th Street, BAKERSFIELD, KERN COUNTY, CA, 93301"
128,"Legacy Village, Llc",RES,RES,220 Hans Place,NIPOMO,SAN LUIS OBISPO,CA,93444,12,35.05705897,-120.487415,(661) 846-2745 ,Co-Ed,"220 Hans Place, NIPOMO, SAN LUIS OBISPO COUNTY, CA, 93444"
129,New Perceptions North Llc,RES-DETOX,RES-DETOX,13565 Grangeville Blvd.,HANFORD,KINGS,CA,93230,6,36.3425595,-119.701152,(818) 741-8837 ,Co-Ed,"13565 Grangeville Blvd., HANFORD, KINGS COUNTY, CA, 93230"
130,"Champions Recovery Alternative Programs, Inc.",NON,NON,311 North Douty Street,HANFORD,KINGS,CA,93230-3951,0,36.32812248,-119.646005,(559) 583-9300 ,Youth/Adolescent,"311 North Douty Street, HANFORD, KINGS COUNTY, CA, 93230-3951"
131,"Champions Recovery Alternative Programs, Inc.",RES-DETOX,RES-DETOX,11517 15Th Avenue,LEMOORE,KINGS,CA,93245,49,36.30657681,-119.7270279,(559) 583-7800 ,Men Only,"11517 15Th Avenue, LEMOORE, KINGS COUNTY, CA, 93245"
132,"Champions Recovery Alternative Programs, Inc.",RES-DETOX,RES-DETOX,222 West Keith Street,HANFORD,KINGS,CA,93230,15,36.3376515,-119.6486002,(559) 583-7800 ,Women/Children,"222 West Keith Street, HANFORD, KINGS COUNTY, CA, 93230"
133,Advanced Recovery Llc ,RES-DETOX,RES-DETOX,512 Stable Street,BAKERSFIELD,KERN,CA,93307,8,35.27028,-119.008305,(661) 325-4357 ,Co-Ed,"512 Stable Street, BAKERSFIELD, KERN COUNTY, CA, 93307"
134,"Westcare California, Inc.",NON,NON,410 East 7Th Street,HANFORD,KINGS,CA,93230,0,36.32746132,-119.6404528,(559) 251-4800 ,Youth/Adolescent,"410 East 7Th Street, HANFORD, KINGS COUNTY, CA, 93230"
135,Lake County Alcohol And Other Drug Services,NON,NON,6302 13Th Avenue,LUCERNE,LAKE,CA,95458,0,39.08777655,-122.7925941,(707) 274-9101 ,Co-Ed,"6302 13Th Avenue, LUCERNE, LAKE COUNTY, CA, 95458"
136,Lake County Alcohol And Other Drug Services,NON,NON,7000 South Center Drive,CLEARLAKE,LAKE,CA,95422,0,38.9335928,-122.6194341,(707) 994-7090 ,Co-Ed,"7000 South Center Drive, CLEARLAKE, LAKE COUNTY, CA, 95422"
137,"Redwood Community Services, Inc.",RES,RES,675 First Street,UPPER LAKE,LAKE,CA,95485,8,39.1642625,-122.9031405,(707) 275-8776 ,Women/Children,"675 First Street, UPPER LAKE, LAKE COUNTY, CA, 95485"
138,Hilltop Recovery Services,NON,NON,6300 East Highway 20,LUCERNE,LAKE,CA,95458,0,39.086604,-122.792328,(707) 274-5610 ,Co-Ed,"6300 East Highway 20, LUCERNE, LAKE COUNTY, CA, 95458"
139,Los Angeles County Department Of Public Health,RES,RES,30500 Arrastre Canyon Road,ACTON,LOS ANGELES,CA,93510,166,34.449507,-118.198485,(661) 269-0062 ,Co-Ed,"30500 Arrastre Canyon Road, ACTON, LOS ANGELES COUNTY, CA, 93510"
140,San Fernando Recovery Center,RES,RES,792 Griswold Avenue,SAN FERNANDO,LOS ANGELES,CA,91340-2105,42,34.28843009,-118.427539,(818) 809-8868 ,Men Only,"792 Griswold Avenue, SAN FERNANDO, LOS ANGELES COUNTY, CA, 91340-2105"
141,Alcoholism Center For Women,NON,NON,1147 South Alvarado Street,LOS ANGELES,LOS ANGELES,CA,90006,0,34.049142,-118.281906,(213) 381-8500 ,Co-Ed,"1147 South Alvarado Street, LOS ANGELES, LOS ANGELES COUNTY, CA, 90006"
142,Alcoholism Center For Women,RES,RES,1135 South Alvarado Street,LOS ANGELES,LOS ANGELES,CA,90006,32,34.0492534,-118.2814555,(213) 381-8500 ,Women Only,"1135 South Alvarado Street, LOS ANGELES, LOS ANGELES COUNTY, CA, 90006"
143,The Beacon House Association Of San Pedro,RES,RES,132 W 10 Street,SAN PEDRO,LOS ANGELES,CA,90731,28,33.73515632,-118.2810225,(310) 514-4940 ,Men Only,"132 W 10 Street, SAN PEDRO, LOS ANGELES COUNTY, CA, 90731"
144,"Behavioral Health Services, Inc.",NON-DETOX,NON-DETOX,6838 West Sunset Boulevard,HOLLYWOOD,LOS ANGELES,CA,90028,0,34.09794054,-118.340019,(323) 461-3161 ,Co-Ed,"6838 West Sunset Boulevard, HOLLYWOOD, LOS ANGELES COUNTY, CA, 90028"
145,Comfort Recovery Iop Llc,NON-DETOX,NON-DETOX,30851 Agoura Road,AGOURA HILLS,LOS ANGELES,CA,91301,0,34.145505,-118.7928675,(818) 579-9687 ,Co-Ed,"30851 Agoura Road, AGOURA HILLS, LOS ANGELES COUNTY, CA, 91301"
146,"Behavioral Health Services, Inc.",RES-DETOX,RES-DETOX,12917 Cerise Avenue,HAWTHORNE,LOS ANGELES,CA,90250,35,33.91478234,-118.3325361,(310) 675-4431 ,Women/Children,"12917 Cerise Avenue, HAWTHORNE, LOS ANGELES COUNTY, CA, 90250"
147,"Rise Luxury Rehab, Llc",RES-DETOX,RES-DETOX,27551 Pacific Coast Highway,MALIBU,LOS ANGELES,CA,90265,6,34.028829,-118.775655,(310) 560-1530 ,Co-Ed,"27551 Pacific Coast Highway, MALIBU, LOS ANGELES COUNTY, CA, 90265"
148,"Behavioral Health Services, Inc.",NON-DETOX,NON-DETOX,1318A North Avalon Boulevard,WILMINGTON,LOS ANGELES,CA,90744,0,33.78948917,-118.2631366,(310) 549-2710 ,Co-Ed,"1318A North Avalon Boulevard, WILMINGTON, LOS ANGELES COUNTY, CA, 90744"
149,"Behavioral Health Services, Inc.",NON-DETOX,NON-DETOX,15519 Crenshaw Boulevard,GARDENA,LOS ANGELES,CA,90249,0,33.88971663,-118.3265988,(310) 679-9031 ,Co-Ed,"15519 Crenshaw Boulevard, GARDENA, LOS ANGELES COUNTY, CA, 90249"
150,"Behavioral Health Services, Inc.",RES-DETOX,RES-DETOX,2501 West El Segundo Boulevard,HAWTHORNE,LOS ANGELES,CA,90250,58,33.91647455,-118.3206533,(323) 754-2816 ,Co-Ed,"2501 West El Segundo Boulevard, HAWTHORNE, LOS ANGELES COUNTY, CA, 90250"
151,Hilltop Recovery Services,RES,RES,14715 E State Highway 20,CLEARLAKE OAKS,LAKE,CA,95423,38,39.01440139,-122.6372851,(707) 998-1800 ,Men Only,"14715 E State Highway 20, CLEARLAKE OAKS, LAKE COUNTY, CA, 95423"
152,"Behavioral Health Services, Inc.",NON-DETOX,NON-DETOX,3421 E. Olympic Boulevard,LOS ANGELES,LOS ANGELES,CA,90023,0,34.01881032,-118.2044416,(323) 262-1786 ,Co-Ed,"3421 E. Olympic Boulevard, LOS ANGELES, LOS ANGELES COUNTY, CA, 90023"
153,"Behavioral Health Services, Inc.",DPH,DPH,1775 Chestnut Avenue,LONG BEACH,LOS ANGELES,CA,90813,0,33.78936371,-118.196426,(310) 679-9126 ,Co-Ed,"1775 Chestnut Avenue, LONG BEACH, LOS ANGELES COUNTY, CA, 90813"
154,"Behavioral Health Services, Inc.",DPH,DPH,2180 West Valley Boulevard,POMONA,LOS ANGELES,CA,91768,0,34.06129995,-117.7900863,(909) 865-2336 ,Co-Ed,"2180 West Valley Boulevard, POMONA, LOS ANGELES COUNTY, CA, 91768"
155,"Behavioral Health Services, Inc.",NON-DETOX,NON-DETOX,4099 North Mission Road,LOS ANGELES,LOS ANGELES,CA,90032,0,34.07629729,-118.1949542,(323) 221-1746 ,Co-Ed,"4099 North Mission Road, LOS ANGELES, LOS ANGELES COUNTY, CA, 90032"
156,"Behavioral Health Services, Inc.",NON,NON,1334 Post Avenue,TORRANCE,LOS ANGELES,CA,90501,0,33.83524317,-118.3175391,(310) 328-1460 ,Co-Ed,"1334 Post Avenue, TORRANCE, LOS ANGELES COUNTY, CA, 90501"
157,"Behavioral Health Services, Inc.",NON-DETOX,NON-DETOX,2180 West Valley Boulevard,POMONA,LOS ANGELES,CA,91768,0,34.06129995,-117.7900863,(310) 679-9126 ,Co-Ed,"2180 West Valley Boulevard, POMONA, LOS ANGELES COUNTY, CA, 91768"
158,"Behavioral Health Services, Inc.",RES-DETOX,RES-DETOX,2180 West Valley Boulevard,POMONA,LOS ANGELES,CA,91768,123,34.06129995,-117.7900863,(909) 865-2336 ,Co-Ed,"2180 West Valley Boulevard, POMONA, LOS ANGELES COUNTY, CA, 91768"
159,"Behavioral Health Services, Inc.",NON-DETOX,NON-DETOX,590 West 8Th Street,SAN PEDRO,LOS ANGELES,CA,90731,0,33.73699396,-118.2898983,(310) 831-2358 ,Co-Ed,"590 West 8Th Street, SAN PEDRO, LOS ANGELES COUNTY, CA, 90731"
160,The Gooden Center,RES,RES,191 North El Molino Avenue,PASADENA,LOS ANGELES,CA,91101,31,34.14917474,-118.1369283,(626) 356-0078 ,Co-Ed,"191 North El Molino Avenue, PASADENA, LOS ANGELES COUNTY, CA, 91101"
161,Focus On Today,NON,NON,135 North Victory Boulevard,BURBANK,LOS ANGELES,CA,91502,0,34.174494,-118.317375,(805) 341-2482 ,Co-Ed,"135 North Victory Boulevard, BURBANK, LOS ANGELES COUNTY, CA, 91502"
162,"Behaviorial Health Services, Inc.",RES-DETOX,RES-DETOX,341 East 6Th Street,LONG BEACH,LOS ANGELES,CA,90802,27,33.774381,-118.188207,(562) 435-7350 ,Women Only,"341 East 6Th Street, LONG BEACH, LOS ANGELES COUNTY, CA, 90802"
163,"Southern California Alcohol And Drug Programs, Inc.",RES-DETOX,RES-DETOX,8332 Iowa Street,DOWNEY,LOS ANGELES,CA,90241,47,33.93712573,-118.1334557,(562) 923-7894 ,Men Only,"8332 Iowa Street, DOWNEY, LOS ANGELES COUNTY, CA, 90241"
164,"Southern California Alcohol And Drug Programs, Inc.",RES-DETOX,RES-DETOX,10603 Downey Avenue,DOWNEY,LOS ANGELES,CA,90241,24,33.946335,-118.129833,(562) 622-2268 ,Women/Children,"10603 Downey Avenue, DOWNEY, LOS ANGELES COUNTY, CA, 90241"
165,"Southern California Alcohol And Drug Programs, Inc.",RES-DETOX,RES-DETOX,16314 Cornuta Avenue,BELLFLOWER,LOS ANGELES,CA,90706,30,33.88571162,-118.1198028,(562) 461-9272 ,Women/Children,"16314 Cornuta Avenue, BELLFLOWER, LOS ANGELES COUNTY, CA, 90706"
166,"Southern California Alcohol And Drug Programs, Inc.",NON,NON,11500 Paramount Boulevard,DOWNEY,LOS ANGELES,CA,90241,0,33.940062,-118.139409,(562) 923-4545 ,Co-Ed,"11500 Paramount Boulevard, DOWNEY, LOS ANGELES COUNTY, CA, 90241"
167,Casa De Las Amigas,NON,NON,169 N. Oak Knoll Avenue,PASADENA,LOS ANGELES,CA,91101,0,34.148763,-118.1361375,(626) 792-2770 ,Dual Diagnosis,"169 N. Oak Knoll Avenue, PASADENA, LOS ANGELES COUNTY, CA, 91101"
168,Casa De Las Amigas,RES,RES,160 North El Molino Avenue,PASADENA,LOS ANGELES,CA,91101,22,34.1487177,-118.1368497,(626) 792-2770 ,Women Only,"160 North El Molino Avenue, PASADENA, LOS ANGELES COUNTY, CA, 91101"
169,"Behavioral Health Services, Inc.",NON-DETOX,NON-DETOX,514 W. Pacific Coast Highway,LONG BEACH ,LOS ANGELES,CA,90806-5237,0,33.789546,-118.1984355,(562) 432-0713 ,Co-Ed,"514 W. Pacific Coast Highway, LONG BEACH , LOS ANGELES COUNTY, CA, 90806-5237"
170,Clare | Matrix,RES-DETOX,RES-DETOX,907 Pico Boulevard,SANTA MONICA,LOS ANGELES,CA,90405,32,34.01304536,-118.4815907,(310) 314-6200 ,Men Only,"907 Pico Boulevard, SANTA MONICA, LOS ANGELES COUNTY, CA, 90405"
171,Clare | Matrix,RES-DETOX,RES-DETOX,844 Pico Boulevard,SANTA MONICA,LOS ANGELES,CA,90405,40,34.01261787,-118.4813938,(310) 314-6200 ,Women Only,"844 Pico Boulevard, SANTA MONICA, LOS ANGELES COUNTY, CA, 90405"
172,People Coordinated Services Of Southern California,RES,RES,1319 South Manhattan Place,LOS ANGELES,LOS ANGELES,CA,90019,40,34.046568,-118.3101865,(323) 734-1143 ,Co-Ed,"1319 South Manhattan Place, LOS ANGELES, LOS ANGELES COUNTY, CA, 90019"
173,Clare | Matrix,NON,NON,1002 Pico Boulevard,SANTA MONICA,LOS ANGELES,CA,90405,0,34.01301463,-118.4806669,(310) 314-6200 ,Co-Ed,"1002 Pico Boulevard, SANTA MONICA, LOS ANGELES COUNTY, CA, 90405"
174,Clare | Matrix,NON,NON,1334 Lincoln Boulevard,SANTA MONICA,LOS ANGELES,CA,90401,0,34.02023438,-118.4922667,(310) 314-6200 ,Co-Ed,"1334 Lincoln Boulevard, SANTA MONICA, LOS ANGELES COUNTY, CA, 90401"
175,Clare | Matrix,RES-DETOX,RES-DETOX,1023-1031 Pico Blvd.,SANTA MONICA,LOS ANGELES,CA,90405,10,34.01394812,-118.4799006,(310) 314-6200 ,Women/Children,"1023-1031 Pico Blvd., SANTA MONICA, LOS ANGELES COUNTY, CA, 90405"
176,Clare | Matrix,RES-DETOX,RES-DETOX,1869 9Th Street,SANTA MONICA,LOS ANGELES,CA,90404,16,34.01345807,-118.4824543,(310) 314-6200 ,Co-Ed,"1869 9Th Street, SANTA MONICA, LOS ANGELES COUNTY, CA, 90404"
177,Clare | Matrix,RES-DETOX,RES-DETOX,1865 9Th Street,SANTA MONICA,LOS ANGELES,CA,90404,16,34.01317738,-118.4821927,(310) 314-6200 ,Co-Ed,"1865 9Th Street, SANTA MONICA, LOS ANGELES COUNTY, CA, 90404"
178,People Coordinated Services Of Southern California,NON,NON,3021 South Vermont Avenue,LOS ANGELES,LOS ANGELES,CA,90007,0,34.027164,-118.291567,(323) 732-9124 ,Co-Ed,"3021 South Vermont Avenue, LOS ANGELES, LOS ANGELES COUNTY, CA, 90007"
